Id,Title,Body,Tags,Type
,How to get variable's value outside promise?,"<p>I'm trying to set a value to a variable outside a promise.
But when I check the value it prints <code>undefined</code>,
I defined the variable outside the promise so I don't understand why its <code>undefined</code></p>

<p>Here is my code, hope you can help me with that:</p>

<pre><code>UserSchema.statics.findByToken = function (token) {
var User = this;
var decoded;

try{
    decoded = jwt.verify(token, 'secret');
} catch (err){

    if(err.name === 'TokenExpiredError'){

        var refreshToken;

        User.findOne({
            'tokens.token': token,
            'tokens.access': 'auth'
        }).then( (user) =&gt; {

            User.findOne({
                'tokens.token': token,
                'tokens.access': 'auth'
            }).then( (user) =&gt; {
                var access = 'auth';
                token = jwt.sign({_id: user._id.toHexString(), access}, 'secret', { expiresIn: 30 }).toString();

                refreshToken = token; // set value to refreshToken

                user.tokens.push({access, token});

                user.save().then( () =&gt; {
                     token = refreshToken;
                });
            });
        });


        console.log(refreshToken);  // refresh is undefined
        return Promise.reject({errName: 'TokenExpiredError', token: refreshToken});

    }

    return Promise.reject();

}

    return User.findOne({
       _id: decoded._id,
       'tokens.token': token,
       'tokens.access': 'auth'
    })
}
</code></pre>
",javascript node.js ecmascript-6,1
,Node --experimental-modules - Error: Cannot find module,"<p>I am getting an error when trying to import a local file, though no problem when using npm packages.</p>

<h1>server.js</h1>

<pre><code>import express from 'express'
import next from 'next'

import apis from './src/server/api'
</code></pre>

<h1>api.js</h1>

<pre><code>export default {
  ello: 'bye',
  jamie: 'hey'
}
</code></pre>

<h1>Starting app</h1>

<pre><code>node --experimental-modules --inspect server.js
</code></pre>

<h1>Error</h1>

<pre><code>For help, see: https://nodejs.org/en/docs/inspector
(node:20153) ExperimentalWarning: The ESM module loader is experimental.
internal/modules/esm/default_resolve.js:59
  let url = moduleWrapResolve(specifier, parentURL);
            ^

Error: Cannot find module '/var/www/goldendemon.hutber.com/src/server/api' imported from /var/www/goldendemon.hutber.com/server.js
    at Loader.resolve [as _resolve] (internal/modules/esm/default_resolve.js:59:13)
    at Loader.resolve (internal/modules/esm/loader.js:70:33)
    at Loader.getModuleJob (internal/modules/esm/loader.js:143:40)
    at ModuleWrap.&lt;anonymous&gt; (internal/modules/esm/module_job.js:43:40)
    at link (internal/modules/esm/module_job.js:42:36) {
  code: 'ERR_MODULE_NOT_FOUND'
}
</code></pre>
",javascript node.js ecmascript-6 google-chrome-devtools,1
,Anchor links don't work on Firefox but do on Safari and Chrome,"I am working on a website and have created Anchor links which work on Safari and Chrome but don't on Firefox. Can someone help me please?:
 
 
 
 (this is the button) button class=""_button _button-2""><a href=""#tapanwork"">WORK</a></button>
 
 
 
 and this is where the link points to: <a name=""tapanwork""></a>
 
 
 
 Am I doing something wrong?",html,1
,Generate a html document to display my data from c#,"Trying to find the best way to put/explain this.
 
 
 
 I'm working with some API's in c# and the information I'm pulling from them, I want to display in a html document which is generated when my standalone.exe is run. Can't seem to find a clear way to do this. Any suggestions?
 
 
 
 Thanks.",c# html,1
,"Im a bit of noob, i want to change the title text to an image","I need some help. i want to change the following text logo into a logo, currently used by a theme on wordpress
 
 
 
 It looks like this now:[header image on website][1]
 
 
 
 any suggestions, my logo is currently on the server at: content/uploads/2016/07/cropped-Site_Logo-1.png 
 
 
 
 `<div id=""ribbon"" class=""span12 center none"">
 
  <div class=""navbar navbar-inverse navbar-fixed-top"">
 
  <div class=""navbar-inner"">
 
  <div class=""container"">
 
  <h1 class=""text_logo""><a href=""/wp-content/uploads/2016/07/cropped-Site_Logo-1.png"">StrtUp</a></h1>
 
  <a class=""btn btn-navbar"" data-toggle=""collapse"" data-target=""#mobile_menu"">
 
  <span class=""icon-bar""></span>
 
  <span class=""icon-bar""></span>
 
  <span class=""icon-bar""></span>
 
  </a>
 
  <div class=""clear""></div>`
 
 
 
 
 
  [1]: http://i.stack.imgur.com/2Xi1G.png",html css wordpress,1
,Cant change the list's text color to white,"I have created a list in which i have used glyphicons, when i hover my mouse, glyphicons become black, and i want the icons to appear white. I am using bootsrap also. 
 
 
 
 List:
 
 
 
  <ul class=""nav navbar-nav navbar-right"" style=""margin-top:5px;padding:10px;font-size:20px;;font-weight:bold;"">
 
 <li><a href=""#""><i class=""glyphicon glyphicon-user""></i></a></li>
 
 <li><a href=""#""><i class=""glyphicon glyphicon-bell""></i></a></li>
 
 <li><a href=""#""><i class=""glyphicon glyphicon-search""></i></a></li>
 
 <li><a href=""#""><i class=""glyphicon glyphicon-log-out""></i></a></li>
 
 <li><a href=""#""><i class=""glyphicon glyphicon-menu-hamburger""></i></a></li>
 
 </ul>",html css bootstrap-4,1
,How to get all the child records from different tables based on given parent ID in sql server,"I am having 4 different tables like 
 
 select * from System 
 
  
 
 select * from Set 
 
 select * from Item 
 
 select * from Versions 
 
 
 
 Now for each system Id there will be **n no.of Sets**, and foe **each set** there qill be **n no. of Items** and for **each item** there will be **n no.of Versions**.
 
 
 
 **each system has <br/>
 
 n no of set <br/>
 
 each Set has <br/>
 
 n no of Items <br/>
 
 each Item has <br/>
 
 n no of Versions**
 
 
 
 
 
 So, Now when i give **SystemId** then i have to retrieve all the records from 
 
 
 
 **Set and Items of each set and Versions of each Items** in single storedprocedure.",sql sql-server,1
,select values from a table where exclude values in another table,"select id
 from mytable
 except
 select id
 from another_table;
 
 or
 
 Using a LEFT JOIN an IS NULL is also an option:
 
 SELECT 
  id
 FROM 
  mytable
  LEFT JOIN another_table ON mytable.id = another_table.id
 WHERE
  another_table.id IS NULL;",php mysql sql codeigniter mysqli,1
,Pandas: read_html,"<p>I'm trying to extract US states from wiki URL, and for which I'm using Python Pandas. </p>
 
 <pre><code>import pandas as pd
 import html5lib
 f_states = pd.read_html('https://simple.wikipedia.org/wiki/List_of_U.S._states') 
 </code></pre>
 
 <p>However, the above code is giving me an error L</p>
 
 <blockquote>
  <p>ImportError Traceback (most recent call last)
  in ()
  1 import pandas as pd
  ----> 2 f_states = pd.read_html('<a href=""https://simple.wikipedia.org/wiki/List_of_U.S._states"">https://simple.wikipedia.org/wiki/List_of_U.S._states</a>')</p>
  
  <p>if flavor in ('bs4', 'html5lib'):
  662 if not _HAS_HTML5LIB:
  --> 663 raise ImportError(""html5lib not found, please install it"")
  664 if not _HAS_BS4:
  665 raise ImportError(""BeautifulSoup4 (bs4) not found, please install it"")
  ImportError: html5lib not found, please install it</p>
 </blockquote>
 
 <p>I installed html5lib and beautifulsoup4 as well, but it is not working. 
 Can someone help pls.</p>",python pandas,1
,php rearrange array elements based on condition,"basically i have this array:
 
 
 
  array(
 
 '08:00-08:40' => array(
 
 't' => '39',
 
 'sub' => 'COMP'
 
 ),
 
 '08:40-09:20' => array(
 
 't' => '17',
 
 'sub' => 'KIS'
 
 ),
 
 '09:20-10:00' => array(
 
 't' => '36',
 
 'sub' => 'B/ST'
 
 ),
 
 '10:20-11:00' => array(
 
 't' => '7',
 
 'sub' => 'ENG'
 
 ),
 
 '11:00-11:40' => array(
 
 't' => '36',
 
 'sub' => 'B/ST'
 
 ),
 
 '11:40-12:20' => array(
 
 't' => '31',
 
 'sub' => 'HIS'
 
 ),
 
 '12:20-13:00' => array(
 
 't' => '26',
 
 'sub' => 'PHY'
 
 ),
 
 '14:00-14:40' => array(
 
 't' => '33',
 
 'sub' => 'GEO'
 
 ),
 
 '14:40-15:20' => array(
 
 't' => '31',
 
 'sub' => 'HIS'
 
 ),
 
 '15:20-16:00' => array(
 
 't' => '20',
 
 'sub' => 'BIO'
 
 )
 
 )
 
 
 
 My requirement is that if an **element['sub']** appears twice in the whole array then both instances should be next to each other in the array.
 
 
 
 so for the above array i expect to have the following output:
 
 
 
  array(
 
 '08:00-08:40' => array(
 
 't' => '39',
 
 'sub' => 'COMP'
 
 ),
 
 '08:40-09:20' => array(
 
 't' => '17',
 
 'sub' => 'KIS'
 
 ),
 
 '09:20-10:00' => array(
 
 't' => '36',
 
 'sub' => 'B/ST'
 
 ),
 
  '11:00-11:40' => array(
 
 't' => '36',
 
 'sub' => 'B/ST'
 
 ),
 
 '10:20-11:00' => array(
 
 't' => '7',
 
 'sub' => 'ENG'
 
 ),
 
 '11:40-12:20' => array(
 
 't' => '31',
 
 'sub' => 'HIS'
 
 ),
 
  '14:40-15:20' => array(
 
 't' => '31',
 
 'sub' => 'HIS'
 
 ),
 
 '12:20-13:00' => array(
 
 't' => '26',
 
 'sub' => 'PHY'
 
 ),
 
 '14:00-14:40' => array(
 
 't' => '33',
 
 'sub' => 'GEO'
 
 ),
 
 '15:20-16:00' => array(
 
 't' => '20',
 
 'sub' => 'BIO'
 
 )
 
 )
 
 
 
 i cant figure out how to adapt [this solution][1] to my case..any help much appreciated
 
 
 
 
 
  [1]: http://stackoverflow.com/questions/3286006/reposition-array-elements-based-on-a-condition-in-php",php,1
