Id,Title,Body,Tags,Type
,How to remove useless array and indexOf,"I want to refactor this code without indexOf() and remove useless groupArr. I want to use ^ES6 or/and lodash
 
 
 
 <!-- begin snippet: js hide: false console: true babel: false -->
 
 
 
 <!-- language: lang-js -->
 
 
 
  const keys= ['activity', 'admin'];
 
  const labels = [""accountTypes.GROUP_ACCOUNT"",
 
  ""accountTypes.SINGLE_ACCOUNT"",
 
  ""activity.active"",
 
  ""activity.inactive"",
 
  ""admin.dictionaries.name"",
 
  ""admin.group.details.addedDate"",
 
  ""admin.group.details.enterDescription""];
 
 
 
  let arr = [];
 
  keys.forEach( key => {
 
  labels.forEach(label => {
 
  if (label.indexOf(key) === 0){
 
  arr.push(label);
 
  }
 
  });
 
  });
 
 
 
  console.log(arr)
 
 
 
 <!-- end snippet -->",<javascript><lodash>,1
,Converting a Google Apps Script to VB Script (Excel),"I guess this will seem a bit lazy, but I have been working on this for quite a few hours to get it to work in Google Sheets. Now I have the need to also get it to work in Excel, using VB script. It's a pretty simple script for experienced programmers, which I am not. :-)
 
 
 
 I have a range of letters in a spreadsheet. Each letter represent a value. The Google Apps Script looks like this:
 
 
 
  function Arsarbetstid(v,year) {
 
  switch(year) {
 
  
 
  case 2020: // Tider gÃ¤llande 2020
 
  var n=6.7, // N
 
  np=9, // N+
 
  k=8.8, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=8.8, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  case 2019: // Tider gÃ¤llande 2019
 
  var n=6.9, // N
 
  np=9, // N+
 
  k=8.7, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=9, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  case 2018: // Tider gÃ¤llande 2018
 
  var n=6.9, // N
 
  np=9, // N+
 
  k=8.7, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=9, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  case 2017: // Tider gÃ¤llande 2017
 
  var n=7, // N
 
  np=9, // N+
 
  k=8.8, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=9.1, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  case 2016: // Tider gÃ¤llande 2016
 
  var n=7, // N
 
  np=9, // N+
 
  k=8.8, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=9.1, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  case 2015: // Tider gÃ¤llande 2015
 
  var n=7, // N
 
  np=9, // N+
 
  k=8.8, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=9.1, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  case 2014: // Tider gÃ¤llande 2014
 
  var n=7, // N
 
  np=9, // N+
 
  k=8.8, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=9.1, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  case 2013: // Tider gÃ¤llande 2013
 
  var n=7, // N
 
  np=9, // N+
 
  k=8.8, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=9.1, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break;
 
  
 
  default: // Tider gÃ¤llande om inget Ã¥rtal anges.
 
  var n=6.7, // N
 
  np=9, // N+
 
  k=8.8, // K
 
  km=7, // K-
 
  k4=4, // K4
 
  d=8.8, // D
 
  h=12, // H
 
  hp=13; // H+
 
  break; 
 
  
 
  }
 
  
 
  var total = 0;
 
  for (var i=0;i < v.length;i++) {
 
  var row = v[i];
 
  for (var j=0;j < row.length;j++) {
 
  switch(row[j]) {
 
  case ""N"":
 
  total += n;
 
  break;
 
  case ""N+"":
 
  total += np;
 
  break;
 
  case ""D"":
 
  total += d;
 
  break;
 
  case ""H"":
 
  total += h;
 
  break;
 
  case ""H+"":
 
  total += hp;
 
  break;
 
  case ""K"":
 
  total += k;
 
  break;
 
  case ""K-"":
 
  total += km;
 
  break;
 
  case ""K4"":
 
  total += k4;
 
  break;
 
  }
 
  }
 
  }
 
  
 
  return total;
 
  };
 
 
 
 v is the range of letters and year is just an integer representing a year so I can chose different values of the letters depending of the year.
 
 I have tried, and so far failed, to convert this to VBscript. Is there anyone out there skilled enough to help me convert this? It shouldn't be too hard to anyone with at least a little above basic skills in both Javascript and VBscript.
 
 
 
 I would be very grateful for the help.
 
 
 
 Kind regards,
 
 Michael",<excel><vba><google-sheets>,1
,How to match a int less than 50 in regx,"<p>I want to match a url like ""index.html\index_1.html\index_12.html\index_49.html\index_n.html
 and the n must &lt;50 not be 50</p>",<regex>,1
,"Serial console enabled Performance is impacted. To disable, check bootloader","<p>I recently created an Android emulator with Android version R.
 It showing an Android system notification </p>
 
 <p><strong>""Serial console enabled Performance is impacted. To disable, check bootloader""</strong></p>
 
 <p>Can someone explain, what this notification means?</p>
 
 <p><a href=""https://i.stack.imgur.com/or1pC.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/or1pC.jpg"" alt=""enter image description here""></a>,</p>",<android>,1
,WARNING: API 'variant.getMappingFile()' is obsolete and has been replaced with 'variant.getMappingFileProvider()',"<p>I just updated Android Studio 3.5 to Android Studio 3.6 and replaced previous Gradle plugin with Gradle plugin 3.6.0 when syncing Gradle:</p>
 
 <blockquote>
  <p>build.gradle: API 'variant.getMappingFile()' is obsolete and has been
  replaced with 'variant.getMappingFileProvider()'</p>
 </blockquote>
 
 <p>Any suggestions on how to debug this warning. Where is it coming from? I don't see any usage of getMappingFile in my code although, might be some library. Suggestions to debug these kind of cases would be helpful </p>",<android>,1
,Select all records from table a. table b has complementary data but only one record matches table a. I need all of them,"<p>I have a MySQL database with 2 tables:</p>
 
 <pre><code>Table A:
 id name age
 123a John 34
 143w Mark 27
 143x Rony 30
 
 Table B:
 id company job
 143w Google developer
 
 
 I need:
 id name age company job
 123a John 34
 143w Mark 27 Google developer
 143x Rony 30
 </code></pre>
 
 <p>I need a select statement that can extract the result above.<br>
 Thanks in advance<br>
 Paulo</p>",<mysql><select>,1
,"Parse XML File with PowerShell and if a value is found, copy file to a new location","<p>I have an application that outputs XML files during the life of an event in the software. I need to parse the XML files and once certain text are matched, move the file to another folder</p>
 
 <p>The file name format of each XML file is: Event Owner (MEMS), Year (2020) and serial number (00012345). The software will write same file multiple time throughout the event so I need to look for specific items before taking any action.
 I would prefer to do this in PowerShell if at all possible.</p>
 
 <p>I need to find</p>
 
 <pre><code> `&lt;EventUnits&gt;
  &lt;Unit&gt;
  &lt;UnitCode&gt;xxxxxxx&gt;&lt;/UnitCode&gt;
 &lt;/EventUnits&gt;`
 </code></pre>
 
 <p>and </p>
 
 <pre><code>&lt;EventDetails&gt;
  &lt;EventCompletedTime&gt;YYYY-MM-DD HH:MM:SS&lt;/EventCompletedTime&gt;
 &lt;/EventDetails&gt;
 </code></pre>
 
 <p>Once UnitCode equals one of 4 unit codes and EventCompleted has a valid date and time, the file is moved to a different folder.</p>",<xml><powershell>,1
,terraform azure insufficient blocks,"Here is my terraform plan

terraform {
    required_providers {
        azure = {
            source = ""hashicorp/azurerm""
            version = ""=3.5.0""
        }
    }
    backend ""s3"" {
        encrypt = true
        bucket = ""terraform""
        region = ""us-east-1""
        key = ""aws/tgw_peer/us-east-1/terraform.tfstate""
    }
}



provider ""azurerm"" {
    features {}
}


data ""azurerm_virtual_network"" ""vnet"" {
    resource_group_name = var.resource_group_name
    name = var.vnet_name
}

When I execute terraform plan I get the following error:

╷
│ Error: Insufficient features blocks
│
│   on <empty> line 0:
│   (source code not available)
│
│ At least 1 ""features"" blocks are required.
╵
There is clearly a features block in the azurerm provider block. However, the fact that the error doesn't specify the file name tells me that maybe the problem is somewhere else. What am I doing wrong? Terraform version 1.1.6","terraform
terraform-provider-azure",1
,How to generate with Dictionary about duplicate values?,"public class DataClass
 
  {
 
   public int Number1 {get; set;}
 
   public int Number2 {get; set;}
 
  }
 
 
 
  List<DataClass> list = new List<DataClass>();
 
  list.Add(new DataClass {Number1= 1, Number2 = 100});
 
  list.Add(new DataClass {Number1= 2, Number2 = 100});
 
  list.Add(new DataClass {Number1= 3, Number2 = 101});
 
  list.Add(new DataClass {Number1= 4, Number2 = 102});
 
  list.Add(new DataClass {Number1= 5, Number2 = 103});
 
  list.Add(new DataClass {Number1= 6, Number2 = 104});
 
  list.Add(new DataClass {Number1= 7, Number2 = 104}); 
 
 
 
 I have duplicate value about number2 and I want to generate a Dictionary like to below expect a result.
 
 
 
  Key = 1, value = {Number1 = 1, Number2 = 100}
 
  Key = 1, value = {Number1 = 3, Number2 = 101}
 
  Key = 1, value = {Number1 = 4, Number2 = 102}
 
  Key = 1, value = {Number1 = 5, Number2 = 103}
 
  Key = 1, value = {Number1 = 6, Number2 = 104}
 
  Key = 2, value = {Number1 = 2, Number2 = 100}
 
  Key = 2, value = {Number1 = 7, Number2 = 104}
 
 
 
 I would like to receive an optimal algorithm.",<c#><linq>,1
,Why utilize using() when instantiating a class?,"<p>I have been working with C# ASP.NET MVC5 for a while and I was wondering something.
 Why are we utilizing the using() to instantiate a class sometimes?</p>
 
 <p>For an example:</p>
 
 <pre><code>using (CyrptoStream cs = new CryptoStream(PARAMETERS)
 {
 //SOMETHING
 } 
 </code></pre>
 
 <p>or</p>
 
 <pre><code>using (Aes encryptor = Aes.Create()
 {
 
 }
 </code></pre>
 
 <p>How is that different to <code>MyClass myClass = new MyClass()</code></p>
 
 <p>Thank you.</p>",<c#><asp.net><class><asp.net-mvc-5>,1
,How to check if a sub-directory does not contain a certain file in python?,"<p>Need to append something to the following code:</p>
 
 <pre><code>for subdir, dirs, files in os.walk(rootdir):
  for file in files:
  if file.endswith("".json""):
  json_files.append(os.path.join(subdir, file))
  if file.endswith("".list""):
  table_files.append(os.path.join(subdir, file))
 </code></pre>
 
 <p>In psuedocode, need to add an if statement like:</p>
 
 <pre><code>if a sub-directory does not contain a file that ends in "".list"", 
 table_files.append('')
 </code></pre>
 
 <p>Have tried searching but can't seem to find something that works exactly</p>",<python><list><file>,1
,What is the best way to debug jQuery selector?,"<pre><code>&lt;div id=""chart2Carousel"" class=""carousel slide"" data-ride=""carousel""&gt;
  &lt;!-- Wrapper for slides --&gt;
  &lt;div class=""carousel-inner""&gt;
  &lt;div class=""item active""&gt;&lt;div class=""chartjs-size-monitor""&gt;&lt;div class=""chartjs-size-monitor-expand""&gt;&lt;div class=""""&gt;&lt;/div&gt;&lt;/div&gt;&lt;div class=""chartjs-size-monitor-shrink""&gt;&lt;div class=""""&gt;&lt;/div&gt;&lt;/div&gt;&lt;/div&gt;
 
  &lt;canvas width=""683"" height=""341"" id=""chart2"" class=""chartjs-render-monitor"" style=""display: block; width: 683px; height: 341px;""&gt;&lt;/canvas&gt;
 
  &lt;/div&gt;
  &lt;/div&gt;
 
  &lt;!-- Left and right controls --&gt;
  &lt;a class=""left carousel-control"" href=""#chart2Carousel"" data-slide=""prev""&gt;
  &lt;span class=""fa fa-chevron-left""&gt;&lt;/span&gt;
  &lt;span class=""sr-only""&gt;Previous&lt;/span&gt;
  &lt;/a&gt;
  &lt;a class=""right carousel-control"" href=""#chart2Carousel"" data-slide=""next"" style=""display: block;""&gt;
  &lt;span class=""fa fa-chevron-right""&gt;&lt;/span&gt;
  &lt;span class=""sr-only""&gt;Next&lt;/span&gt;
  &lt;/a&gt;
 &lt;/div&gt;
 </code></pre>
 
 <p>I've tried </p>
 
 <p>//selectedChart = chart2 </p>
 
 <pre><code>$('#' + selectedChart).closest("".carousel-inner"").find("".left.carousel-control"").hide();
 </code></pre>
 
 <p>Why does it not working ? </p>
 
 <p><strong>What is the best way to debug jQuery selector ?</strong> </p>",<javascript><jquery>,1
,Python defaultdict initialise while creation,"<p>Is there any way of initialise defaultdict during creation time ? I mean to achieve the same behaviour as this in one line:</p>
 
 <pre><code>x = defaultdict(int)
 x[1] = 2
 </code></pre>
 
 <p>something like:</p>
 
 <pre><code>x = defaultdict(int, {1:2})
 </code></pre>
 
 <p>where <code>x[1] = 2</code> and rest all values are 0.</p>",<python><defaultdict>,1
,Find the column index by its name in SQL,"If I have three columns, 'syscode', 'loc_cod', 'loc_name' but wanted to know that 'loc_name' was 3rd in order, how could I retrieve that with a SQL query?
 
 
 
 Using T SQL/SSMS.",<sql-server><tsql>,1
,Python vs Julia autocorrelation,"<p>I am trying to do autocorrelation using Julia and compare it to Python's result. How come they give different results?</p>
 
 <p>Julia code</p>
 
 <pre><code>using StatsBase
 
 t = range(0, stop=10, length=10)
 test_data = sin.(exp.(t.^2))
 
 acf = StatsBase.autocor(test_data)
 </code></pre>
 
 <p>gives</p>
 
 <pre><code>10-element Array{Float64,1}:
  1.0 
  0.13254954979179642 
  -0.2030283419321465 
  0.00029587850872956104
  -0.06629381497277881 
  0.031309038331589614 
  -0.16633393452504994 
  -0.08482388975165675 
  0.0006905628640697538 
  -0.1443650483145533
 </code></pre>
 
 <p>Python code</p>
 
 <pre><code>from statsmodels.tsa.stattools import acf
 import numpy as np
 
 t = np.linspace(0,10,10)
 test_data = np.sin(np.exp(t**2))
 
 acf_result = acf(test_data)
 </code></pre>
 
 <p>gives</p>
 
 <pre><code>array([ 1. , 0.14589844, -0.10412699, 0.07817509, -0.12916543,
  -0.03469143, -0.129255 , -0.15982435, -0.02067688, -0.14633346])
 </code></pre>",<python><julia>,1
,Firebase functions CORS error Access Control Alow Origin,"I have a simple firebase function that returns a hello world

exports.myFunc = functions
    .runWith({
        maxInstances: 1,
        memory: ""128MB""
    })
    .https.onRequest(async (request, response) => {
        response.set(""Content-Type"", ""text/plain"");
        response.status(200).send('Hello world!');
    }
I am calling it with a POST request with these headers:

>  {
>    host: 'localhost:5001',
>    connection: 'keep-alive',
>    pragma: 'no-cache',
>    'cache-control': 'no-cache',
>    accept: '*/*',
>    'access-control-request-method': 'POST',
>    'access-control-request-headers': 'authorization,content-type',
>    origin: 'http://localhost:8080',
>    'user-agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36',
>    'sec-fetch-mode': 'cors',
>    'sec-fetch-site': 'same-site',
>    'sec-fetch-dest': 'empty',
>    referer: 'http://localhost:8080/',
>    'accept-encoding': 'gzip, deflate, br',
>    'accept-language': 'en-US,en;q=0.9'
>  }
The problem is I'm running into CORS errors when I try and call it, as I'm calling it from a vue app hosted on firebase. Ok, makes sense, so I read some documentation on CORS, and the first error it was throwing was:

from origin 'http://localhost:8080' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource.
Ok, I add the required header:

exports.myFunc = functions
    .runWith({
        maxInstances: 1,
        memory: ""128MB""
    })
    .https.onRequest(async (request, response) => {
        if (request.method === 'OPTIONS') {
            response.set('Access-Control-Allow-Origin', '*');
            response.status(204).send('');
        } else {
            // return hello world 
        }
    }
I'm aware allowing all (*) is a bad security practice and defeats some of the purpose of CORS but this is for testing. With the above setup i get another CORS error:

from origin 'http://localhost:8080' has been blocked by CORS policy: Request header field authorization is not allowed by Access-Control-Allow-Headers in preflight response.
Ok, I add some more headers:

exports.myFunc = functions
    .runWith({
        maxInstances: 1,
        memory: ""128MB""
    })
    .https.onRequest(async (request, response) => {
        if (request.method === 'OPTIONS') {
            response.set('Access-Control-Allow-Headers', ""authorization,content-type"");
            response.set('Access-Control-Allow-Origin', '*');
            response.status(204).send('');
        } else {
            // return hello world 
        }
    }
BUT ADDING THAT HEADER GIVES ME THE SAME ERROR FROM THE FIRST! :

from origin 'http://localhost:8080' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource.
I have tried all the random headers combinations, auth header, credentials header, enabling all header methods, etc. NO COMBINATION SEEMS TO WORK what am I doing wrong? All answers I find online tell me adding

'Access-Control-Allow-Origin', '*' 
Is the solution, but its not working? One solution causes another error and so on so on.

Here is the return header I'm returning:

>  [Object: null prototype] {
>    'x-powered-by': 'Express',
>    'access-control-allow-headers': 'authorization,content-type',
>    'access-control-allow-origin': '*'
>  }","node.js
firebase
google-cloud-functions
cors",1
,remove html tags from the json response in android,"Hi from the below response want to remove <p> <br> unwanted tags and blank spaces and want to bold display heading should be bold 
 
 
 
 can any one help me 
 
  String termsnconditions=listSalesStageOpportunity.get(position).getTermsnconditions();
 
 
 
 Resonse :
 
 
 
  ""<p>PriceÂ Â Â Â Â Â Â : Price offered for the above configuration only.<br />\r\nTaxÂ Â Â Â Â Â Â Â : Above mentioned price is inclusive of custom duty, Excise, Freight up to site and GST.<br />\r\nÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Local levies such as Octroi / Entry tax if any, the same will be at Purchaserâ€™s account.<br />\r\nValidityÂ Â Â Â Â : This price is valid for a week from the date of the proposal.<br />\r\nPaymentÂ Â Â Â Â : 100% Advance<br />\r\nInstallationÂ Â : Genworks Specialist / Representative at your site will give Training and Installation without any additional cost.<br />\r\nWarrantyÂ Â Â Â : 12 Months from the date of installation or 13 Months from the date of Invoice. Warraty will be provided for hardware items only and consumables items are not a part of warranty.</p>""
 
 
 
  
 
 
 
  String terms=termsnconditions.replaceAll(""<p>"","""");
 
  terms_condition.setText(terms);",<android><html>,1
,how do i sort variables into other variables by ranking in python,"so i am trying to make a program to imrove my python skills which is basically a lucky wheel, you get several items which are all ranked by numbers, i have made the items randomly generate but how would i make them print in order? i assume that the sort() method won't be any use in this situation.
 
 ```
 
 # to sort: itemrating1, itemrating2, itemrating3
 
 print(toprateditem)
 
 print(meditem)
 
 print(lowitem)
 
 ```
 
 that is basically what i want to do, i hope i explained it well.",<python><sorting>,1
,how can I retrieve data from Firebase in web using javascript?,"<p>How can I retrieve data from Firebase and add to html page? 
 and, How can I open new html pages automatically to add the data I was retrieving it? 
 example: 
 I have this course from firbase:
 <a href=""https://i.stack.imgur.com/R6BZQ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/R6BZQ.png"" alt=""image""></a></p>
 
 <p>this key I was pushing it .
 and I want my website like this course : 
 <a href=""https://i.stack.imgur.com/kg2cW.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/kg2cW.png"" alt=""courses image ""></a></p>
 
 <p>When I click this courses I want to see all data about this course like this : 
 <a href=""https://i.stack.imgur.com/2sajb.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/2sajb.png"" alt=""description coursers ""></a></p>
 
 <p>Can anyone help me ?!
 I won't like this style just I want to know how can i retrieve data and add it in new html pages in the same style in all courses .</p>",<javascript><html><css><firebase><web>,1
,How to show all images in a folder?,"<p>I'm trying to make a page where I can share pictures. For the time being, I'm not using a database, just uploading them into my htdocs. All of my pictures will be PNG, and saved in a folder called <code>myimages</code>. I want a page to list all of these images, if it's possible.
 Thanks for the help!</p>",<php><html><png>,1
,why is this SQL shown invalid.?,"create table paydetails 
 
 ( emp_id integer (20),
 
  dept_id integer (20),
 
  basic integer(20),
 
  deductions integer(20),
 
  additions integer (20),
 
  joining_date date(20,20,20));",<sql>,1
,Error ArrayIndexOutOfBoundsException on android,"<p>i create login and register </p>
 
 <p>build and run working but after register filed name if use put name surname it working can register but if i put onlu name no have surname don't work error </p>
 
 <pre><code>String name = nameField.getText().toString().trim();
 
  if (email != null &amp;&amp; email.length() == 0 &amp;&amp; !android.util.Patterns.EMAIL_ADDRESS.matcher(email).matches()) {
 
  emailField.setError(getString(R.string.com_parse_ui_no_email_toast));
  } else if (name != null &amp;&amp; name.length() == 0 &amp;&amp; config.isParseSignupNameFieldEnabled()) {
 
  nameField.setError(getString(R.string.com_parse_ui_no_name_toast));
 
  } else if (dateCheck == null) {
 
  mBirthday.setError(getString(R.string.signup_user_date));
 
  } else if (password.length() == 0) {
 
  passwordField.setError(getString(R.string.com_parse_ui_no_password_toast));
  } else if (password.length() &lt; minPasswordLength) {
 
  passwordField.setError(getResources().getQuantityString(R.plurals.com_parse_ui_password_too_short_toast, minPasswordLength, minPasswordLength));
 
  } else if (gender == null){
 
  showToast(getString(R.string.gender_missing));
  } else {
 
  String[] parts = name.split("" "");
  String firstName = parts[0];
  String lastName = parts[1];
 
  String username = (lastName+firstName).toLowerCase().trim().replaceAll("" "", """");
 
  User user = ParseObject.create(User.class);
 </code></pre>",<java><android>,1
,Angular 6: How can we add a function to the global namespace?,<p>My requirement is that I need to add a function to the global namespace in an Angular 6 project. This function should then be able to be called from the browser console.</p>,<javascript><html><css><angular><typescript>,1
,Variable not being a variable with fwrite,"<p>I wanted to ask, how I can write down a variable without it's getting detected as one.</p>
 
 <p>As example:</p>
 
 <pre><code>$data = &lt;&lt;&lt; DATA
 &lt;?php
 $dbServername = $_POST[""admin""];
 ?&gt;
 DATA;
 </code></pre>
 
 <p>$dbServername shouldn't be a variable, but $_POST[""admin""]; should be one.</p>
 
 <p>I want, to write with fwrite the $_POST[""admin""] variable into a document. But when $dbServername also gets detected as a variable, but it should be one, it throws errors.</p>
 
 <p>Any Idea how to fix this?</p>",<php><fwrite>,1
,Does this code read the first 10000 lines from a file?,"<pre><code>def read_text(bz2_loc, n=10000):
  with BZ2File(bz2_loc) as file_:
  for i, line in enumerate(file_):
  data = json.loads(line)
  yield data[""body""]
  if i &gt;= n:
  break
 </code></pre>
 
 <p>I think it reads each line and return the result immediately, and when it reaches 10000 lines, it jumps out of the loop. This piece of code doesn't complete the reading of the whole file. Is that true?</p>
 
 <p>If I want to read the whole file, and yield once for each 10000, how to modify it? </p>",<python>,1
,copy column from table to table with condition,"ALTER proc [dbo].[Timesheet_update]
 
 as
 
 begin
 
  declare @sql2 nvarchar(max),@status nvarchar(1)
 
  set @sql2='insert into s21022020 (s21_stfno) select m_stfno from master where m_status<>'D''
 
  execute (@sql2)
 
 end
 
 execute Timesheet_update
 
 Msg 207, Level 16, State 1, Line 23
 
 Invalid column name 'D'.
 
 
 
 m_status column contain data =D",<sql-server><append>,1
,Using a single coordinates variable to select center in Google Maps JavaScript API,"<p>I have a variable called coordinates that is formatted like this:</p>
 
 <p><code>var coordinates = 'lat / lon';</code></p>
 
 <p>I now want to extract the single lat and lon coordinate from that variable to display it as the center in a Google Maps API Map.
 I have tried using slice to get the specific parts of the coordinates variable but depending on what coordinate it is the length is different, for example:</p>
 
 <p><code>var coordinates = '49.7824 / 7.2413';</code><br>
 <code>var coordinates = '8.5323 / -11.3336';</code></p>
 
 <p>Is there any other way I could use those coordinates as the map center with the Maps API?</p>",<javascript><variables><google-maps-api-3>,1
,"I'm trying to get the title for this website using BeautifulSoup but i keep getting a type error, how do i fix this?","import requests
 
 import bs4 as BeautifulSoup
 
 
 
 page = requests.get('https://www.basketball-reference.com/friv/dailyleaders.fcgi')
 
 soup = BeautifulSoup( page.content, 'html-parser')
 
 
 
 
 
 print (soup.title)
 
 
 
 I've done a similar code to this for class, however im trying to make a webscraper of my own to get the name of the website and the leading scorers in the NBA daily. but the first stwp i'm stuck on is getting the title of the page.",<python><beautifulsoup>,1
,Image in javaFx Listview shows only when is selected,"<p>i want to make a listview with an image, some text and a button pro column, but the image is only displayed when the column is selected(clicked). But i want the images/icons to be displayed independ from beeing selected/clicked...</p>
 
 <pre><code>todoView.setCellFactory(new Callback&lt;ListView&lt;TodoView&gt;, ListCell&lt;TodoView&gt;&gt;() {
  @Override
  public ListCell&lt;TodoView&gt; call(ListView&lt;TodoView&gt; todoViewListView) {
  ListCell&lt;TodoView&gt; cell = new ListCell&lt;&gt;() {
  @Override
  protected void updateItem(TodoView item, boolean empty) {
  super.updateItem(item, empty);
  if (item != null) {
  setGraphic(item);
  }
  }
  };
  return cell;
  }
  });
 </code></pre>
 
 <p>(TodoView)item obj is an hbox with imageview, label and button...
 any ideas?</p>",<java><image><listview><javafx>,1
,Why is int2word program only prining first ten lines?,"<p>I am importing a file the counts in words from one to ninety-nine. The goal is to read each line and return an integer value corresponding to the word in the file. However, I cannot seem to figure out why my code is only working for the first ten numbers/lines?</p>
 
 <pre><code>def word_to_int(w):
  i = 0 
 
  ones = [[1,'one'], [2,'two'], [3,'three'], [4,'four'], [5,'five'], [6,'six'], [7,'seven'], [8,'eight'], [9,'nine']]
 
  teens = [[10,'ten'], [11,'eleven'], [12,'twelve'], [13,'thirteen'], [14,'fourteen'], [15,'fifteen'], [16,'sixteen'], [17,'seventeen'], [18,'eighteen'],[19,'nineteen']]
 
  tens = [[2,'twenty'], [3,'thirty'], [4,'forty'], [5,'fifty'], [6,'sixty'], [7,'seventy'], [8,'eighty'], [9,'ninety']]
 
  if(w.find ('-') != -1): 
  a = w.split('-') #gets rid of hyphen and seperates parts
  for first in tens:
  if(a[0] == first[1]): #first half of word
  i = first[0]*10
  for second in ones:
  if (a[1] == second[1]): #second half of word
  i += second[0]
 
  else:
  for num in ones:
  if w == num[1]:
  i = num[0]
 
  if(i == 0):
  for num2 in teens:
  if w == num2[1]:
  i == num2[0]
 
  if(i == 0):
  for num3 in tens:
  if w == num3[1]:
  i = num3[0]*10
  return i 
 </code></pre>
 
 <p>any ideas?</p>",<python><function>,1
,how to find the address of a function in a c++ program,"<p>i need to find the address of func in the stack so that if i provided a 32 long ""A"" string and then the function address in the stack i would get the Access granted </p>
 
 <p>i remember i did it using <code>objdump</code> but i can't seem to figure it out </p>
 
 <pre><code>#include &lt;iostream&gt;
 
 using namespace std;
 
 
 void func() 
 { 
  cout &lt;&lt; ""Access Granted \n"";
 
 
 }
 
 int main()
 {
  char buff[20];
 
  cin &gt;&gt; buff;
  cout &lt;&lt; buff;
 
  return 0;
 }
 </code></pre>
 
 <p>i tried immunity debugger but i was not successful </p>",<c++><buffer-overflow>,1
,How can I right pad a numpy array with zeroes?,"<p>I have a <code>numpy</code> array with shape <code>(1, 79, 161)</code>. I need to make the shape <code>(1, 100, 161)</code> by padding the center axis with zeroes to the right. What's the best way to accomplish this?</p>",<python><numpy>,1
,bad alloc c++ loading file in matrix,"<p>I try to load a large file (20gb) and load it into a matrix. However I get a bad_alloc error when it tries to load the file in the matrix. My code is working on Mac but doesn't on Linux. </p>
 
 <p>Here is my code: </p>
 
 <pre><code>std::ifstream ifs(filename, std::ifstream::binary);
 
 loadModel(ifs);
 
 void loadModel(std::istream&amp; in) {
  input_ = std::make_shared&lt;Matrix&gt;();
  input_-&gt;load(in); // bad_alloc
 }
 </code></pre>",<c++><bad-alloc>,1
,Parsing Json in Golang (using struct),I'm trying to parse JSON using Golang (I'm a n00b in Golang). Can anyone tell me why this is not working as expected?(I'm expecting it to print the Name here) : https://play.golang.org/p/tzY5hFUckhD,<go>,1
,can I start the code from a certain line in C++?,"<p>Basically I want the code to go back and start again from a certain line after it's done something.
 For example, I have a menu where you can choose an action and if everything is finished in that action I want it to display the menu again.</p>
 
 <p>Here's some rough code to illustrate.</p>
 
 <pre><code> int option;
 
 cout &lt;&lt; ""1"";
 cout &lt;&lt; ""2"";
 cout &lt;&lt; ""3"";
 
 cout &lt;&lt; ""What option do you choose?"";
 cin &gt;&gt; option;
 
 if (option = 1) {
  //do something here 
  //if finished start again with the menu options
 } else if (option = 2) {
  //do something here 
  //if finished start again with the menu options
 } else {
  //do something here 
  //if finished start again with the menu options
 }
 </code></pre>",<c++>,1
